Name,SAL_CODE,geo
4375,7630317,"list(c(27.7749068933755, 27.7749095755845, 27.7749310332567, 27.7749283510477, 27.7749068933755, -26.091219492403, -26.0912411723072, -26.0912387634292, -26.0912182879638, -26.091219492403))"
4380,7630317,"list(c(27.7745375727824, 27.7745429372004, 27.7746073102168, 27.7745992635897, 27.7745375727824, -26.0882264205042, -26.0882468964932, -26.0882384652041, -26.0882167847435, -26.0882264205042))"
4386,7630317,"list(c(27.7740168210184, 27.774020844332, 27.7740409608996, 27.7740463253176, 27.7741281326926, 27.7741174038565, 27.7740168210184, -26.0881998742618, -26.0882179413152, -26.0882131234346, -26.0882239636657, -26.088209510024, -26.0881854206172, -26.0881998742618))"
4392,1990696,"list(c(18.5389377610081, 18.53893239659, 18.5390370027416, 18.5390423671596, 18.5389377610081, -33.5828741983321, -33.5829155368021, -33.5829289438691, -33.5828853708935, -33.5828741983321))"
4394,1990696,"list(c(18.5411689993201, 18.5411689993201, 18.5412575122176, 18.5412628766356, 18.5411689993201, -33.5810852162141, -33.5811209691467, -33.5811299073775, -33.5810986235656, -33.5810852162141))"
4396,1990696,"list(c(18.542499936942, 18.542510665778, 18.5425696743764, 18.5425589455403, 18.542499936942, -33.5758139911882, -33.5758385728322, -33.5758273993585, -33.5758050524068, -33.5758139911882))"
4397,1990696,"list(c(18.5394066512886, 18.5394133568111, 18.5394830942455, 18.539476388723, 18.5394066512886, -33.5796301067205, -33.579650218086, -33.5796401624038, -33.5796222856327, -33.5796301067205))"
4404,1990696,"list(c(18.5334970960117, 18.5334890493847, 18.5335078248478, 18.5335145303703, 18.5334970960117, -33.5602158087273, -33.5602269842214, -33.5602359246157, -33.5602247491227, -33.5602158087273))"
4423,5060056,"list(c(30.461019044925, 30.4610364792836, 30.4609788117898, 30.4609680829537, 30.461019044925, -30.7186178783744, -30.7186109607989, -30.7185314086448, -30.7185406320863, -30.7186178783744))"
4426,5060056,"list(c(30.4603251284697, 30.4603345162012, 30.4604257113077, 30.4604176646807, 30.4603251284697, -30.7185890551398, -30.7186144195867, -30.7185844434215, -30.7185648436161, -30.7185890551398))"
4440,5060056,"list(c(30.4634743078185, 30.4634756489231, 30.4635802550746, 30.4635775728656, 30.4634743078185, -30.7205837718037, -30.720606829915, -30.72059530086, -30.7205768543692, -30.7205837718037))"
