SAL_CODE,african,coloured,indian,white,other
1995082,1203,3,3,0,33
1995132,1281,0,0,6,9
1995149,1191,24,3,0,105
1995172,1347,15,3,0,3
1995254,1590,15,0,0,3
1990470,348,0,0,0,0
1990693,372,15,0,0,0
1991111,447,0,0,0,3
1991180,459,0,0,0,0
1991185,456,0,0,0,0
1991424,486,3,0,0,0
1991541,486,18,0,0,0
1991615,510,0,0,0,0
1991678,519,0,6,0,0
1991901,552,3,0,3,0
1992015,558,6,0,0,0
1992095,576,0,0,0,3
1992145,582,0,0,0,0
1992270,594,9,0,0,3
1992280,603,3,0,0,0
1992325,609,0,0,0,0
1992361,615,0,0,0,0
1992443,624,0,3,0,3
1992460,621,6,0,0,3
1992555,636,9,0,0,0
1992650,657,0,0,0,0
1992674,651,6,3,0,3
1992743,666,6,0,0,0
1993278,747,0,0,0,0
1993336,756,0,0,0,0
1993453,756,9,0,0,12
1990436,330,12,0,3,0
1990643,369,6,0,0,6
1990935,390,27,0,0,6
1991618,327,156,0,0,30
1991937,543,9,0,0,3
1992132,576,3,0,0,0
1992360,507,72,3,9,27
1992530,546,75,6,0,12
1992878,675,0,0,0,15
1992934,663,3,0,0,33
1992958,681,9,6,3,3
1992993,672,9,3,3,18
1993025,711,0,0,0,0
1993064,588,129,0,0,0
1993141,723,0,0,0,3
1993219,735,6,0,0,3
1993258,741,3,0,0,0
1993394,756,3,0,3,9
1993480,765,9,0,3,3
1993579,777,3,0,3,12
1993609,795,0,0,0,0
1993782,810,0,6,0,9
1993865,831,6,0,0,3
1993867,774,0,9,3,51
1993933,846,0,0,0,9
1993951,852,0,0,0,0
1994156,891,3,0,0,0
1994236,873,0,0,0,33
1994253,903,6,0,0,3
1994320,834,3,0,0,93
1994363,921,12,0,0,3
1994380,909,0,0,0,33
1994381,924,6,3,9,3
1994391,936,6,0,0,0
1994410,942,0,0,0,6
1994428,918,0,0,0,33
1994429,942,0,0,0,12
1994547,984,3,0,0,0
1994561,981,9,0,0,3
1994630,1008,0,0,0,0
1994665,960,6,3,0,51
1994701,1002,27,0,0,3
1994804,1050,9,3,0,15
1994886,1074,33,0,0,6
1994930,1119,9,3,3,0
1994997,1158,3,0,0,6
1995058,1206,0,0,0,6
1995070,1209,3,3,3,15
1995091,1239,6,0,3,3
1995134,1275,0,0,6,15
1995157,1329,6,0,0,0
1995192,1380,9,0,24,18
1991647,459,51,0,0,9
1991790,300,210,27,0,0
1994179,381,519,3,0,3
1994739,441,600,6,0,0
1994797,363,699,9,0,0
1994923,159,939,18,0,9
1995087,186,1056,0,0,0
1995133,450,816,27,3,0
1992726,423,210,0,3,33
1992894,402,249,9,33,0
1993198,540,186,6,3,3
1992283,165,408,33,0,0
1992900,105,579,6,3,6
1995266,117,1443,48,24,30
1990153,21,171,12,15,3
1990242,12,231,33,30,0
1990330,39,228,18,36,0
1992181,339,246,0,0,0
1992899,177,450,0,45,24
1993156,57,642,18,3,12
1995053,195,834,39,102,36
1995059,132,858,69,93,69
1995153,87,1008,36,111,90
1990041,60,0,0,0,0
1990042,3,54,3,0,0
1990194,270,0,0,0,0
1990380,306,21,0,0,6
1990397,321,6,0,0,6
1990516,354,0,0,0,0
1990566,357,9,0,0,0
1990832,393,12,0,0,0
1990884,414,3,0,0,3
1990942,423,3,0,0,0
1990974,429,0,0,3,0
1991196,459,0,0,0,0
1991198,435,24,0,0,0
1991244,456,3,0,0,3
1991304,468,0,0,3,0
1991365,477,3,0,0,0
1991408,465,0,0,0,21
1991421,489,0,0,0,0
1991476,480,12,0,0,3
1991532,498,6,0,0,0
1991539,498,6,3,0,0
1991558,492,0,0,12,3
1991569,474,33,0,0,0
1991584,63,363,3,72,9
1991593,480,24,0,0,6
1991600,456,54,0,0,0
1991802,492,45,0,3,0
1991833,543,0,0,0,0
1991893,537,15,0,0,3
1991905,498,45,0,0,12
1991942,528,21,0,0,9
1992172,576,6,0,0,3
1992284,600,3,0,3,0
1992462,597,18,0,0,15
1992506,603,36,0,0,0
1992544,636,6,0,0,0
1992557,636,3,0,0,3
1992664,654,6,0,0,0
1992763,669,0,0,0,3
1992772,639,33,0,0,6
1992777,663,12,0,0,0
1992820,666,12,0,0,3
1992822,681,0,0,0,0
1992835,666,0,0,0,18
1992847,603,84,0,0,0
1992927,651,42,0,0,0
1992959,696,0,0,0,3
1993004,702,0,0,0,6
1993018,708,0,0,0,3
1993031,687,21,0,0,3
1993138,726,0,0,0,3
1993209,723,15,0,3,3
1993218,729,6,0,0,6
1993237,732,0,0,0,12
1993261,573,156,0,6,6
1993279,738,3,0,0,6
1993296,702,9,3,0,39
1993375,723,33,0,0,6
1993413,765,3,0,0,0
1993420,738,24,0,0,12
1993460,774,0,0,0,3
1993501,744,33,0,0,6
1993538,783,6,0,0,0
1993541,780,9,0,0,0
1993621,735,6,0,0,60
1993662,777,6,3,0,24
1993727,786,33,0,0,0
1993781,822,6,0,0,0
1993805,807,18,0,0,3
1993919,846,0,0,0,3
1994034,843,15,0,6,3
1994126,876,12,0,0,0
1994222,831,75,3,3,0
1994318,924,0,0,0,6
1994330,882,24,6,0,18
1994388,921,21,0,0,0
1994730,1035,0,0,0,6
1994884,1086,18,0,0,9
1995143,1302,0,3,0,6
1995225,1491,6,15,0,6
1992709,42,624,0,0,0
1991624,198,294,12,0,9
1992288,207,375,6,3,12
1992429,111,507,6,0,0
1992998,102,603,3,0,0
1993438,369,399,3,0,0
1993557,96,690,0,0,3
1993969,66,780,9,0,6
1992505,93,531,3,0,12
1990207,12,273,0,0,0
1993584,105,675,15,0,0
1990562,24,324,0,0,18
1992135,129,450,0,0,0
1993814,369,447,12,3,0
1993132,24,687,12,0,3
1994354,54,861,12,3,6
1993856,117,705,0,3,15
1993901,18,813,3,0,12
1994366,9,921,6,0,6
1993232,21,711,6,0,3
1993524,30,753,0,0,0
1993661,42,762,3,0,0
1994137,54,831,6,0,3
1994285,66,855,0,0,0
1994297,99,819,3,0,3
1993909,57,774,9,0,9
1994050,60,804,3,3,6
1994466,54,900,3,0,6
1990774,0,384,0,0,15
1992898,3,678,0,0,9
1994365,42,897,0,0,0
1994727,24,1014,3,0,0
1994821,69,987,3,6,21
1991081,9,414,6,0,15
1991859,0,546,0,0,0
1992110,12,558,3,0,3
1992751,9,642,0,0,21
1992789,9,669,0,0,0
1993696,27,729,0,0,57
1993983,9,849,3,0,6
1994269,9,906,0,0,3
1995086,6,1218,3,0,15
1993467,120,636,3,6,9
1993628,33,759,0,6,6
1993984,87,726,0,3,42
1994117,141,732,3,3,3
1994284,51,774,18,57,18
1994985,108,990,0,24,33
1990879,15,399,0,0,0
1991412,36,435,6,0,15
1991780,48,471,6,3,6
1992125,57,516,0,0,6
1992179,12,561,0,0,15
1992903,81,603,0,0,9
1993083,15,705,0,0,3
1994840,138,873,6,3,75
1993428,57,708,6,0,0
1993516,99,627,3,3,54
1994478,48,906,3,6,6
1994570,102,858,6,0,24
1992455,123,489,6,9,0
1993108,36,678,3,0,3
1993993,54,798,0,0,9
1992197,84,498,0,3,6
1992411,90,525,0,0,6
1993256,111,615,9,3,9
1993360,108,615,0,0,36
1993406,99,657,6,0,3
1993445,450,258,6,0,63
1993604,123,654,9,0,15
1993657,45,738,9,3,15
1993729,78,708,0,6,27
1993947,171,672,6,3,9
1994036,207,657,3,0,3
1994128,303,525,3,3,57
1994146,57,822,0,0,12
1994151,186,705,0,0,6
1994172,72,822,0,0,6
1994882,117,975,3,0,12
1995023,111,1017,9,6,39
1995107,165,1065,0,0,30
1990018,9,12,0,0,0
1990023,12,12,0,0,0
1995168,636,714,0,3,3
1990134,192,0,0,0,0
1990159,186,45,0,3,0
1990424,333,9,0,0,0
1991188,453,6,0,0,0
1991419,483,6,0,0,0
1991552,504,3,0,0,0
1991588,507,0,0,0,0
1991789,534,0,0,0,0
1991877,540,9,0,0,0
1991963,540,18,0,0,0
1992084,564,6,0,0,3
1992113,579,0,0,0,0
1992699,639,18,0,0,6
1992818,672,3,0,0,6
1993041,708,0,0,0,6
1993707,786,30,0,0,0
1995202,1428,12,0,3,6
1995319,2121,18,3,3,3
1992347,78,504,27,0,6
1992889,129,549,9,0,6
1992972,84,594,9,6,12
1993466,117,648,9,3,3
1993637,72,663,69,0,3
1993641,87,702,6,0,6
1994183,66,816,6,6,9
1994490,132,831,3,0,6
1994966,207,921,3,0,18
1991727,84,438,3,0,3
1992059,66,474,12,6,15
1992391,84,516,12,6,0
1993363,123,621,6,6,9
1992600,36,588,0,0,27
1993928,75,774,6,0,0
1994088,33,834,3,3,6
1992652,111,540,0,0,9
1994184,57,816,3,0,24
1994960,150,921,12,0,63
1990122,42,87,3,42,3
1990757,27,369,0,0,0
1994367,57,870,0,3,9
1992814,15,660,0,0,6
1994791,363,678,12,3,15
1992929,48,633,3,3,15
1993284,57,681,0,0,12
1992730,177,471,9,0,9
1993105,66,645,0,0,9
1992963,30,666,0,0,6
1993337,90,657,0,6,3
1993399,42,702,6,0,18
1993895,129,711,6,3,0
1994404,75,843,0,3,21
1994413,114,810,21,6,0
1992657,108,546,0,3,0
1993476,183,588,0,3,3
1994188,81,810,0,0,9
1994250,342,552,12,0,12
1994313,84,819,3,0,21
1994553,207,780,3,0,0
1994946,138,966,6,0,30
1995057,564,642,9,0,0
1993768,165,648,6,3,0
1993878,222,597,3,6,15
1994230,225,651,6,0,33
1994458,90,837,3,6,27
1994989,156,969,6,0,30
1992932,66,618,0,0,12
1994051,99,753,3,3,15
1994254,120,756,6,0,36
1993178,219,498,0,3,9
1993222,177,549,15,0,0
1993245,168,561,9,3,0
1994144,225,648,3,6,12
1994625,99,885,0,0,21
1993494,66,702,6,0,6
1993765,93,690,3,0,33
1994119,93,768,24,0,6
1994604,102,885,0,0,18
1994468,96,828,0,6,39
1994524,168,786,3,12,15
1994873,135,954,6,0,12
1992063,129,444,3,0,0
1994775,204,810,9,9,30
1994787,177,858,3,3,30
1990201,6,270,0,0,0
1994027,51,639,18,156,3
1990120,84,87,0,0,0
1990630,18,330,6,27,0
1991943,45,507,6,0,3
1992017,405,93,6,54,12
1992576,3,639,0,0,6
1992590,321,318,0,0,12
1992725,63,597,0,3,6
1992839,66,594,18,0,6
1993070,18,696,0,0,3
1993188,243,480,3,0,15
1993322,90,657,0,0,6
1993588,51,615,18,12,96
1993590,30,756,0,3,3
1993861,45,786,0,0,3
1994042,159,696,3,6,6
1994062,45,819,3,0,6
1994076,18,855,0,0,0
1994096,102,720,3,39,15
1994143,12,840,3,27,12
1994182,39,843,0,0,15
1994349,12,921,0,0,3
1994451,150,714,0,30,63
1994508,36,930,0,0,9
1994554,3,984,3,0,0
1994715,111,909,3,3,12
1994948,24,1077,24,3,15
1994991,0,1143,12,3,0
1995067,15,1197,3,0,9
1995142,15,1284,0,0,9
1995147,45,1263,0,0,6
1995253,153,1446,0,0,6
1995262,306,1293,6,36,9
1995265,27,1608,12,0,9
1995318,150,1983,3,6,0
1990182,255,3,0,0,6
1990192,264,0,0,0,3
1990205,282,3,0,0,0
1990212,285,0,0,0,3
1990223,303,0,0,0,0
1990310,318,0,0,0,0
1990322,321,0,0,0,0
1990650,378,3,0,0,0
1990672,384,0,0,0,0
1990928,423,0,0,0,0
1990936,423,3,0,0,0
1990985,429,0,0,0,0
1991106,435,9,0,0,6
1991110,447,3,0,0,0
1991137,453,0,0,0,0
1991350,480,0,0,0,0
1991409,480,0,0,0,9
1991437,483,0,0,0,6
1991464,372,114,0,9,0
1991470,489,6,0,0,0
1991512,492,9,0,0,0
1991561,483,12,0,12,0
1991586,501,0,0,3,9
1991704,522,3,0,0,0
1991828,537,3,0,0,0
1991913,555,0,0,0,0
1991928,555,3,3,0,0
1991945,549,6,0,3,3
1992057,570,0,0,0,0
1992200,591,0,0,0,0
1992212,585,0,0,0,9
1992245,597,0,0,0,0
1992319,597,6,0,0,3
1992324,597,0,6,6,0
1992371,588,18,6,0,3
1992382,615,0,0,0,3
1992605,651,3,0,0,0
1992626,654,0,0,0,0
1992935,696,0,0,0,0
1992979,702,0,0,0,0
1992991,699,0,0,0,6
1993344,756,0,3,0,6
1993569,783,9,0,0,0
1993593,795,0,0,0,0
1993812,825,0,0,0,3
1994003,861,0,0,0,0
1994037,870,0,0,0,0
1994089,822,51,0,6,0
1994115,885,3,0,0,0
1994125,888,0,0,0,0
1994142,885,3,0,0,3
1994150,888,0,0,0,9
1994225,879,21,6,0,3
1994282,915,0,0,3,0
1994436,933,12,0,0,9
1994735,1044,0,0,0,0
1994741,1041,0,0,0,6
1994751,1050,3,0,0,0
1994767,1050,9,0,0,0
1994818,1083,0,0,0,3
1994838,1092,0,0,0,0
1994901,1116,0,0,0,0
1994914,1110,0,3,0,9
1994926,1116,3,3,0,6
1995038,1170,0,0,0,21
1995106,1257,6,0,0,0
1995140,1296,0,0,0,9
1995222,1488,6,6,0,12
1995228,1509,9,0,0,12
1995230,1524,18,0,0,0
1995251,1590,0,0,3,9
1990367,327,0,0,0,3
1990753,378,6,0,0,12
1990992,423,3,6,0,0
1990705,384,6,0,0,0
1990995,426,6,0,0,0
1994488,960,9,0,0,0
1990218,300,0,0,0,0
1990461,342,0,0,0,3
1990486,348,0,0,0,3
1990509,354,0,0,0,0
1990800,402,0,0,0,0
1990831,402,0,0,0,6
1990855,411,0,0,3,0
1990871,414,0,0,3,0
1990909,417,0,0,0,3
1991095,444,0,0,0,3
1991096,441,3,0,0,6
1991249,459,0,0,0,6
1991550,498,0,0,0,6
1991816,540,0,0,0,0
1991853,543,3,0,0,0
1991953,558,0,0,0,0
1992621,651,0,0,0,6
1993291,750,0,0,0,0
1990017,21,0,0,0,0
1990293,315,0,0,0,0
1990475,351,0,0,0,0
1990496,348,0,0,3,0
1991267,462,3,0,0,6
1990323,321,0,0,0,0
1990369,327,0,0,0,0
1990501,327,9,0,15,0
1990598,360,0,0,0,9
1990616,372,0,0,0,0
1990678,384,0,0,0,0
1990982,429,0,0,0,0
1991124,450,0,0,0,3
1991456,492,0,0,0,0
1991603,507,0,0,0,6
1991827,537,0,0,0,3
1991881,552,0,0,0,0
1991932,555,0,0,0,0
1992000,564,0,0,0,0
1992107,573,0,0,0,6
1992108,573,0,0,0,6
1992123,570,0,0,0,12
1992254,591,6,0,0,3
1992459,618,3,0,0,9
1992668,648,0,0,0,9
1992676,654,0,0,3,6
1992827,672,3,0,0,9
1992974,702,0,0,0,0
1993334,756,0,0,0,0
1993571,789,3,0,0,0
1993630,780,0,0,0,21
1993638,804,0,0,0,0
1993643,792,0,3,3,6
1993699,771,45,0,0,0
1993702,810,0,0,0,3
1993885,840,6,0,0,0
1993997,840,0,0,0,21
1994011,864,0,0,0,0
1994170,891,0,0,0,6
1994216,909,0,0,0,0
1994335,915,6,0,0,12
1994411,939,9,0,0,3
1994439,942,0,0,0,12
1994484,963,0,0,0,6
1995007,1161,3,0,0,9
1990209,288,0,0,0,0
1990210,288,0,0,3,0
1990216,297,0,0,0,0
1990221,294,0,3,0,6
1990239,303,0,0,0,0
1990342,324,0,0,0,0
1990406,333,0,0,3,3
1990482,351,0,0,0,0
1990534,360,0,0,0,0
1990560,363,0,0,0,0
1990573,366,3,0,0,0
1990687,384,0,0,0,0
1990838,408,0,0,0,0
1990896,414,0,0,0,0
1990976,423,0,0,0,6
1991069,441,0,0,0,0
1991080,444,0,0,0,3
1991209,456,6,0,0,0
1991436,483,6,0,0,0
1991485,492,3,0,0,0
1991506,489,0,0,0,9
1991594,507,0,0,0,0
1991655,513,3,0,0,3
1991657,519,0,0,0,0
1991728,522,0,0,0,3
1991771,525,3,0,0,6
1991773,531,0,0,0,0
1991774,528,3,0,0,6
1991787,531,0,0,0,6
1991875,543,0,0,0,6
1991880,534,0,0,0,15
1991912,519,33,0,0,3
1992013,567,0,0,0,0
1992028,567,0,0,0,0
1992067,567,0,0,0,9
1992091,579,0,0,0,0
1992301,606,3,0,0,0
1992302,600,0,6,0,0
1992377,618,0,0,0,0
1992409,606,0,0,3,12
1992532,639,0,0,0,0
1992551,636,0,3,0,3
1992565,642,0,0,0,0
1992651,654,3,0,0,3
1992797,681,0,0,0,0
1992836,684,0,0,0,0
1992841,654,0,0,0,30
1993001,708,0,0,0,0
1993082,717,0,0,0,0
1993190,732,0,6,0,0
1993262,744,0,0,0,0
1993349,753,3,0,0,6
1993398,753,6,3,0,6
1993459,777,0,0,0,3
1993502,780,6,0,0,0
1993504,777,0,0,3,6
1993539,789,0,0,0,0
1993701,810,3,0,0,0
1993808,819,12,0,0,0
1993837,819,0,0,0,15
1993892,834,3,0,0,9
1993953,855,0,3,0,0
1994001,861,0,0,0,0
1994155,891,0,0,0,0
1994209,900,3,0,0,0
1994263,906,0,0,0,12
1994440,945,3,9,3,0
1994827,1056,21,0,3,6
1994945,1131,0,3,0,0
1992478,627,0,3,0,0
1993099,714,3,3,0,3
1993790,816,0,0,0,9
1993517,783,0,3,0,0
1993656,792,0,0,0,15
1994283,912,6,0,0,9
1990059,84,0,0,0,0
1990190,108,156,0,3,3
1990208,285,0,0,0,0
1990235,300,0,0,0,3
1990257,303,0,0,3,0
1990599,372,0,0,0,0
1990609,372,0,0,0,0
1990824,408,0,0,3,0
1990845,414,0,0,0,0
1991068,423,15,0,0,6
1991169,456,0,0,0,0
1991326,471,0,3,3,0
1991370,483,0,0,0,0
1991379,486,0,0,0,0
1991444,489,3,0,0,0
1991585,507,0,0,0,0
1991653,516,0,3,0,0
1991671,522,0,0,0,0
1991689,525,0,0,0,0
1991810,540,0,0,0,0
1991979,549,12,0,0,0
1992072,564,0,0,0,12
1992182,588,0,0,0,0
1992281,603,0,0,0,0
1992685,657,3,0,0,0
1992477,624,0,0,0,3
1992604,651,0,0,0,0
1992663,657,0,0,0,0
1992778,663,0,0,0,12
1992865,684,3,0,0,3
1992990,675,9,0,0,21
1993092,714,0,0,0,9
1993144,726,0,0,0,3
1993216,738,3,0,0,0
1993274,741,0,0,0,6
1993404,756,6,3,0,6
1993427,768,0,0,0,0
1993525,777,0,0,0,9
1993556,783,0,6,0,0
1993675,807,0,0,0,3
1993697,807,3,0,0,0
1994173,762,135,3,0,0
1990775,402,0,0,0,0
1991056,438,0,0,0,0
1991160,453,0,0,3,0
1991351,474,3,0,0,3
1991363,474,0,0,0,6
1991623,513,0,0,0,0
1991889,534,6,0,0,6
1992085,576,0,0,0,0
1992195,588,0,0,0,3
1992794,669,3,0,0,6
1992936,693,0,0,3,3
1992964,702,0,0,0,0
1993180,735,0,0,0,0
1993181,726,3,0,0,6
1993212,726,6,0,3,0
1993213,741,0,0,0,0
1993381,750,0,12,0,6
1993922,852,0,0,0,0
1993946,852,3,0,0,0
1994817,1080,0,3,0,3
1990846,414,0,0,0,0
1991045,435,0,0,0,0
1991218,462,0,0,0,3
1992099,576,3,0,0,0
1992247,597,3,0,0,0
1992261,591,9,0,0,0
1992359,612,0,3,0,0
1992392,612,6,0,0,0
1992395,618,0,0,0,3
1992451,624,3,0,0,3
1992768,675,0,0,0,0
1992911,690,0,3,0,0
1992941,690,0,6,3,3
1992956,699,0,0,0,0
1993046,714,0,0,0,0
1993053,714,0,0,0,0
1993094,720,3,0,0,0
1993220,729,0,0,0,6
1993243,741,0,0,0,0
1993249,744,3,0,0,0
1993326,753,0,0,0,3
1993612,798,0,0,0,0
1993806,789,12,12,9,6
1993995,852,9,0,0,0
1994068,870,3,0,0,3
1990750,396,0,0,0,0
1991325,459,0,0,0,18
1991776,525,0,0,0,6
1992803,675,0,0,0,3
1992887,690,0,0,0,0
1993104,717,0,0,0,6
1993309,753,0,0,0,0
1993396,753,12,0,0,3
1993705,801,6,3,0,6
1993716,804,12,0,0,6
1993755,813,6,3,0,3
1993917,837,3,0,6,0
1995108,1251,0,0,0,9
1990175,255,0,0,0,0
1990321,318,0,0,0,0
1990425,339,0,0,0,0
1990463,339,6,0,3,0
1990483,348,0,0,0,0
1990746,396,0,0,0,0
1990755,399,0,0,0,0
1991086,444,3,0,0,0
1991131,453,0,0,0,0
1991250,462,0,0,0,6
1991435,489,0,0,0,3
1991447,489,0,0,3,0
1991469,492,0,0,0,3
1991556,498,6,0,3,0
1991617,513,0,0,0,0
1991874,546,0,0,0,0
1992122,576,3,0,0,3
1992299,606,0,0,0,0
1992351,603,0,0,0,12
1990541,342,0,0,0,18
1990546,360,0,0,0,0
1990610,369,0,0,6,0
1991109,450,0,0,0,0
1991343,438,30,0,3,6
1991457,492,0,0,0,0
1992539,642,0,0,0,0
1992760,672,0,0,0,3
1993035,708,3,0,0,0
1993113,726,0,0,0,0
1993191,720,0,0,0,15
1993230,729,0,0,0,12
1993424,759,12,0,0,0
1993454,765,0,0,6,6
1993544,777,3,3,0,6
1993562,786,0,0,0,3
1993589,795,0,0,0,0
1993607,798,0,0,0,0
1993645,792,3,0,0,12
1993693,807,0,6,0,0
1993796,825,0,0,0,6
1993936,834,3,0,0,18
1993961,858,0,3,0,0
1993966,846,0,0,0,12
1993978,858,0,0,0,0
1993980,861,0,0,0,0
1993996,795,0,0,0,69
1994098,879,0,0,0,0
1994111,882,3,0,0,0
1994161,882,9,6,0,6
1994214,885,9,0,6,6
1994279,915,0,0,3,3
1994338,909,0,0,0,24
1994390,933,6,0,0,6
1994632,1005,0,0,0,3
1994635,573,381,0,0,51
1995284,1722,0,0,0,6
1990783,390,12,0,0,3
1991126,450,0,0,0,0
1991258,453,0,0,0,12
1991431,480,6,3,0,0
1991534,501,3,0,0,0
1991841,498,18,0,0,24
1991866,549,0,0,0,0
1991995,561,0,0,0,3
1992151,585,0,0,0,0
1992209,594,0,0,0,0
1992256,597,3,0,0,0
1992625,645,0,0,0,12
1992666,645,3,0,0,15
1992764,675,0,0,0,0
1992923,684,6,0,0,6
1993010,705,0,0,0,3
1993196,720,15,0,0,6
1993221,729,3,3,0,9
1993318,744,0,0,0,12
1993472,780,0,0,0,0
1993503,771,6,0,0,6
1993526,780,0,6,0,0
1993834,825,12,0,0,0
1993907,843,6,0,0,0
1994176,885,12,0,0,0
1994582,975,18,0,0,0
1995205,1437,0,0,0,9
1991968,555,0,0,0,6
1991985,534,3,0,0,24
1992329,606,0,0,0,6
1992330,606,0,0,0,0
1992413,621,0,0,0,0
1992546,633,9,0,0,0
1992583,633,0,0,18,0
1992599,642,6,0,0,0
1992766,669,3,0,0,3
1992961,699,6,0,0,0
1993106,723,0,0,0,0
1993192,735,3,0,0,0
1993254,744,0,0,0,0
1993277,738,0,6,0,3
1993679,804,0,0,0,6
1993875,840,0,0,0,0
1993929,852,0,0,0,0
1994227,906,0,0,0,3
1994675,897,6,9,0,111
1994970,1128,6,3,0,15
1990712,390,0,0,0,0
1991902,555,0,0,0,0
1992219,579,15,0,0,0
1992566,618,0,3,0,24
1992075,573,0,0,0,3
1992498,627,3,0,3,0
1992795,678,0,0,0,0
1992928,696,0,0,0,0
1993021,705,3,0,0,0
1993055,714,0,0,0,0
1993187,696,9,0,3,36
1993197,732,3,0,0,0
1993251,726,9,0,9,3
1993255,744,0,0,0,0
1993313,747,3,0,0,6
1993340,726,3,0,0,30
1993355,759,0,0,0,0
1993452,726,3,6,0,36
1993599,786,3,0,0,9
1993683,792,3,0,0,15
1993708,807,6,0,6,0
1993761,750,0,0,0,72
1993817,798,12,0,0,24
1993826,801,0,0,0,27
1993844,834,0,0,3,0
1993897,843,0,0,0,0
1994118,855,0,0,3,30
1994243,888,3,0,0,21
1994355,927,0,0,3,6
1994393,936,0,3,0,6
1994540,981,3,0,0,0
1994608,999,6,0,0,0
1994755,894,141,0,3,12
1994785,1068,0,0,0,0
1994798,1038,15,3,15,3
1995045,1188,12,0,0,0
1990688,384,0,0,0,0
1990952,429,0,0,0,0
1991085,444,0,0,0,0
1991722,525,0,0,3,0
1991779,531,0,0,6,0
1992114,558,3,3,3,18
1992472,591,33,0,0,6
1992534,630,3,0,0,3
1992538,642,0,3,3,0
1992598,648,0,3,0,6
1992785,669,0,6,0,3
1992808,672,0,0,3,6
1992884,684,0,0,0,9
1992945,696,0,6,0,0
1993016,705,0,0,0,3
1993072,720,0,0,0,0
1993164,723,3,0,0,12
1993250,735,3,3,0,3
1993272,732,12,0,0,6
1993286,729,0,0,0,21
1993401,753,3,0,0,12
1993542,789,0,0,0,0
1993787,780,0,0,0,42
1993809,810,6,0,0,15
1993818,825,0,0,0,6
1994065,873,0,0,0,0
1994975,1143,0,0,0,6
1994979,1140,0,3,0,12
1995144,1299,9,0,0,6
1995204,1434,12,0,0,0
1993089,714,3,0,0,3
1993858,804,9,0,3,21
1993942,822,0,6,0,27
1993959,804,0,0,0,54
1994506,972,0,0,0,3
1994556,987,0,0,0,0
1990789,399,0,0,0,3
1991282,471,0,0,0,0
1992545,636,0,0,3,3
1992910,693,0,0,3,0
1993062,714,0,3,3,0
1993149,729,3,0,0,0
1993194,732,0,0,0,3
1993397,765,0,0,0,0
1993410,765,6,0,0,0
1993433,765,3,3,0,6
1993444,747,0,0,0,24
1993550,783,3,0,0,6
1993570,792,0,0,0,0
1993626,783,6,0,6,9
1993684,768,9,6,3,24
1993717,816,0,0,0,0
1993730,816,0,0,0,0
1993836,825,0,0,0,9
1993840,834,0,0,0,0
1994169,888,0,0,0,9
1994174,834,9,0,0,54
1994444,915,3,0,0,39
1994526,972,3,0,0,6
1994533,945,3,0,0,36
1994537,972,0,3,0,9
1994568,972,6,0,12,3
1994587,981,6,0,3,12
1994849,1062,30,0,0,9
1995218,1494,6,6,0,0
1990287,309,0,0,0,3
1990469,348,0,0,0,0
1990535,354,0,0,0,3
1990679,387,0,0,0,0
1990833,408,0,0,0,0
1990905,420,0,0,0,0
1990941,426,0,0,0,0
1991000,435,0,0,0,0
1991014,435,0,0,0,0
1991071,429,15,0,0,0
1991140,435,0,0,3,15
1991210,462,0,0,0,0
1991303,474,0,0,0,0
1991319,474,0,0,0,0
1991706,525,0,0,0,0
1991726,522,0,0,0,6
1991860,546,3,3,0,0
1992064,567,0,0,0,6
1992082,576,0,0,0,0
1992309,603,0,0,3,0
1992340,597,3,0,9,0
1992615,651,0,0,0,0
1992633,657,0,3,0,0
1992921,696,0,0,0,0
1993009,705,0,0,0,3
1993429,765,6,0,0,0
1993580,789,6,0,0,0
1993636,801,0,0,3,0
1993958,855,3,0,0,0
1994149,867,15,0,0,12
1994386,939,0,0,0,3
1994457,954,0,0,0,9
1994495,969,0,0,0,3
1994611,1002,3,0,0,0
1995252,1596,3,0,3,0
1990220,300,0,0,0,0
1990308,312,6,0,0,0
1990392,330,3,0,0,0
1990492,342,0,0,0,9
1990627,378,0,0,0,0
1990773,402,0,0,0,0
1991004,435,0,0,0,3
1991094,447,0,0,0,0
1991395,483,0,3,3,0
1991410,489,0,0,0,0
1991513,501,0,0,0,0
1991667,522,0,0,0,0
1991811,534,3,0,0,0
1991922,555,0,0,0,0
1991962,555,6,0,0,0
1991984,558,3,0,0,3
1992056,570,0,0,0,0
1992078,570,0,0,0,3
1992109,579,0,0,0,0
1992139,576,0,0,0,6
1992207,564,15,0,0,12
1992349,612,0,0,0,0
1992521,636,3,0,0,0
1992682,660,0,0,0,3
1992684,660,0,0,0,0
1992775,675,0,0,0,0
1993051,717,0,0,3,0
1993545,786,3,3,0,0
1993669,804,3,0,0,0
1991328,411,66,0,0,0
1991744,519,6,0,0,6
1991766,504,24,3,0,3
1991870,462,84,0,3,0
1992282,567,33,0,0,0
1992860,552,114,0,0,24
1992954,468,234,0,0,0
1993045,654,57,0,0,3
1993268,501,210,0,0,39
1993527,621,138,9,15,3
1993738,585,216,6,0,12
1993893,594,231,12,0,12
1993916,720,111,0,0,18
1990160,114,117,3,0,0
1991755,294,198,6,27,0
1992983,3,693,3,0,3
1993000,18,663,6,0,18
1993075,6,702,6,3,0
1993211,6,729,0,0,0
1993231,30,705,0,0,3
1993241,6,726,12,0,0
